ITEM_CODE,ITEM_NAME,DEPT,VALUE
202575,"FROSTED WAVE BOWL 8 SB028","HOUSEWARE & KITCHENWARE",446.9
85678,"PLASTC 20 PCS CONTAINERS WITH LID HW1000 RJK","HOUSEWARE & KITCHENWARE",29.9
77056,"SERVING BOWL MELAMINE 9 INCHES ZHN H220099","HOUSEWARE & KITCHENWARE",597
88164,"ADEPA EXTRA LARGE MULTIPURPOSE TOWEL  710GM  6",SUPERMARKET,28.99
88165,"FONS ULTRA SERVIETTE TISSUE IPLY 100SHEETS  30",SUPERMARKET,10.29
55374,"ALL SURFACE CLEANER 750ML  12",SUPERMARKET,369.9
73835,"NIVEA ANTIPERS INV BLK  WHT ROLL ON  50ML  30",SUPERMARKET,965.77
64003,"NIVEA MEN DEO ROLL ON FRESH ACTIVE 50ML 30",SUPERMARKET,569.85
69807,"SHINE FAMILY DELUXE NAPKINS 30PKX50PCS  30",SUPERMARKET,11.49
64390,"TIC TAC  STRAWBERRY MIX 102GM 60",SUPERMARKET,300.57
59864,"HELEMENS SHITO 700G 24",SUPERMARKET,557.94
96686,"DOLL WITH DESIGNER BLACK BURKA 115 AQ1001","TOYS AND ENTERTAINMENT",395
90619,"TRIDENT TROPICAL TWIST GUM 12 X 14 STICKS 12",SUPERMARKET,240.37
95823,"AMALFI  DEO ROLLON  MEN STRESS CARE 50ML  12",SUPERMARKET,119.94
