SHOP_CODE,ITEM_CODE,ITEM_NAME,PRICE,ERP_QTY,DEPT
M05,122217,"AIRPRO TOUCH SPRAY AIRFRSHNER FRVANILLA 36ML 6",36.99,12,SUPERMARKET
KCS,122217,"AIRPRO TOUCH SPRAY AIRFRSHNER FRVANILLA 36ML 6",36.99,5,SUPERMARKET
MAS,122218,"AIRPRO  AIRREFRSHENER GEL RIO TROPICA 128G  24",24.99,16,SUPERMARKET
MAS,122225,"GREENWORLD BAMBU AFRESHNER  SWEET 100ML 12",81.49,12,SUPERMARKET
FAR,122225,"GREENWORLD BAMBU AFRESHNER  SWEET 100ML 12",81.49,11,SUPERMARKET
ADB,122226,"AIRPRO AIRREFRSHENER GEL  PEACH PUNCH 128G  24",24.49,10,SUPERMARKET
LFS,122276,"SHELL SPOON",59,34,"HOUSEWARE & KITCHENWARE"
FAR,122284,"TOOTHPICK WSOLID CASE",4.9,57,"HOUSEWARE & KITCHENWARE"
LFS,122286,"TOOTHPICK WPLASTIC CASE",2.9,51,"HOUSEWARE & KITCHENWARE"
TMP,122286,"TOOTHPICK WPLASTIC CASE",2.9,43,"HOUSEWARE & KITCHENWARE"
FAR,122287,"COOKWARE SET 3PCS DELICIOUS",649,2,"HOUSEWARE & KITCHENWARE"
HAA,122287,"COOKWARE SET 3PCS DELICIOUS",649,3,"HOUSEWARE & KITCHENWARE"
TMP,122390,"INFINITI FOREVER WALL CLOCK 708X708X5 INF6665",399,1,"HOME DECOR & TEXTILES"
TMP,122405,"CHAIR METAL WPU LEATHER CUSHION BIF650",759,1,FURNITURE
KS7,122455,"TSHIRT MEN SXL SOLID ASSORTED COLORS",59,-1,"GARMENTS AND FOOTWEAR"
MAS,122472,"AIRWICK REED DIFFUS WINTER BERRY WONDERLAND 33ML 5",72.49,2,SUPERMARKET
SPN,122491,"MCVITIES DARK COOKIE CREAMS 26G  24",3.79,121,SUPERMARKET
HAA,122496,"DIVINE DINNER SET 12PCS DIVINE SILVER C6169312",99,2,"HOUSEWARE & KITCHENWARE"
ACH,12254,"BLESSED CHILD NATURAL BROWN SUGAR BOTTLE  850G 12",30.99,7,SUPERMARKET
MDN,122616,"FRESH CUT YAM CHIPS 1KG 12",79.99,12,SUPERMARKET
KCS,122616,"FRESH CUT YAM CHIPS 1KG 12",79.99,6,SUPERMARKET
ACH,122618,"FRESH CUT SWEET POTATOE FRIES 15KG 10",99.99,1,SUPERMARKET
SPN,122684,"PLUSH TIGER TOY 72CM MIX COLOUR",309,1,"TOYS AND ENTERTAINMENT"
TMP,122702,"INCENSE STICK SMALL  LAXMI DHOOP AG 06",4.5,324,SUPERMARKET
SPN,122702,"INCENSE STICK SMALL  LAXMI DHOOP AG 06",4.5,-1,SUPERMARKET
TMP,122728,"UNIMAX JOYMATE BALLPEN BLACK 10MM FBJYMBK10",1.49,150,STATIONERY
LFS,122730,"UNIMAX JOYMATE BALLPEN GRREN 10MM FBJYMGN06",2.99,6,STATIONERY
M04,122731,"UNIMAX TRIO BALLPEN BLUE 10MM FBTIOBL55",3.99,31,STATIONERY
MAS,122735,"UNIMAX TRIO DC BALLPEN BLUE 10MM FBTDCBL53",3.99,54,STATIONERY
MAS,122737,"UNIMAX TRIO DC BALLPEN RED 10MM FBTDCRD32",3.99,121,STATIONERY
LFS,122792,"HAAGENDAZS MANGO RASPBERRY ICE CREAM 460ML 8",112.99,2,SUPERMARKET
KAS,122792,"HAAGENDAZS MANGO RASPBERRY ICE CREAM 460ML 8",112.99,1,SUPERMARKET
TMP,122800,"LUNCH BOX 2 LAYER W SPOON  FORK PLASTIC UR3206",39.9,24,"HOUSEWARE & KITCHENWARE"
MAS,122800,"LUNCH BOX 2 LAYER W SPOON  FORK PLASTIC UR3206",39.9,26,"HOUSEWARE & KITCHENWARE"
LFS,122871,"SERVING BOWL MELAMINE 8 INCHES FEILU 4548",4.9,53,"HOUSEWARE & KITCHENWARE"
LFS,122901,"SERVING BOWL MELAMINE 9 INCHES FEILU 1799",13.9,3,"HOUSEWARE & KITCHENWARE"
TMP,123091,"SUPER COOK FRYPAN 30CM CHN B4590784 B1430785",219,4,"HOUSEWARE & KITCHENWARE"
MSS,123124,"FANTASIA CHIPS WOKKELS BBQ 55G 12",16.99,-3,SUPERMARKET
LFS,123149,"OCEANGLASS SET 6PC 295ML PLAZA ROCK 3B1101006G0004",119,15,"HOUSEWARE & KITCHENWARE"
HAA,123155,"OCEAN GLASS SET 6PCS 415ML CHARISMA3B1711506G0001",119,8,"HOUSEWARE & KITCHENWARE"
LFS,123157,"OCEAN GLASS SET 6PCS 395ML TIARA  3B1751406G0001",219,12,"HOUSEWARE & KITCHENWARE"
SPN,123157,"OCEAN GLASS SET 6PCS 395ML TIARA  3B1751406G0001",219,25,"HOUSEWARE & KITCHENWARE"
ACH,123160,"OCEAN GLASS SET 6PC 425ML TANGO 3B1331506G0001",129,12,"HOUSEWARE & KITCHENWARE"
FAR,123166,"OCEAN GLASS SET 6PCS 350ML TANGO  3B1331206G0001",139,7,"HOUSEWARE & KITCHENWARE"
HAA,123166,"OCEAN GLASS SET 6PCS 350ML TANGO  3B1331206G0001",139,8,"HOUSEWARE & KITCHENWARE"
MDN,123167,"OCEAN SHOT GLASS 60ML SOLO 3P0011006G0001",79,9,"HOUSEWARE & KITCHENWARE"
FAR,123168,"OCEANBEER GLASS SET 6PC400M PILSNER 3B0091406G0004",119,5,"HOUSEWARE & KITCHENWARE"
MSS,123168,"OCEANBEER GLASS SET 6PC400M PILSNER 3B0091406G0004",119,7,"HOUSEWARE & KITCHENWARE"
MSS,123169,"OCEANBEER GLASS SET 6PC 545ML IMPE 3R0021906G0001",199,3,"HOUSEWARE & KITCHENWARE"
KS7,123172,"OCEANWINE GLASS SET 2PC 350ML MADISON W1202G0002",79,3,"HOUSEWARE & KITCHENWARE"
MSS,123201,"MAC SATIN LIPSTICK  REBEL",600,15,SUPERMARKET
MSS,123205,"MAC MATTE LIPSTICK RUSSIAN RED",600,21,SUPERMARKET
SPN,123231,"MAC STUDIO FIX POWDER PLUS FOUNDATION NC55",1030,9,SUPERMARKET
SPN,123237,"MAC STUDIO FIX FLUID SPF 15 FOUNDATION NC 45",1030,6,SUPERMARKET
LFS,123336,"DELILEVONI PARMA HAM PDO BONELESS 65KG",799.99,7.875,SUPERMARKET
SPN,123336,"DELILEVONI PARMA HAM PDO BONELESS 65KG",799.99,10.13,SUPERMARKET
M03,123338,"DELILEVONI COTECHINO 500G  6",579.99,1,SUPERMARKET
LFS,123339,"DELILEVONI MORTADELLA 45KG",449.99,3.525,SUPERMARKET
ACH,123358,"SLIDES WOMEN FLITE FL392",55,1,"GARMENTS AND FOOTWEAR"
SPN,123430,"BIN WLID 47L PLASTIC 02040102",139,2,"HOUSEWARE & KITCHENWARE"
MDN,123436,"WEIGHT BENCH 50X50X15MM JF7007",3199,1,"SPORTS & FITNESS"
FAR,123519,"INVERSION TEETER HANG UPS X1 IVX1",5590,1,"SPORTS & FITNESS"
MAS,123526,"BODY SCULPTURE SLIM WAIST TONER 40X8 SXBB876CB",99,2,"SPORTS & FITNESS"
M03,123545,"DELICHTOURA PICKLES MOUNET WILD CUCUMBER 10KG",49.99,-2.155,SUPERMARKET
SPN,123546,"DELICHTOURA PICKLES MOUNET CUCUMBER 10KG",79.99,3.995,SUPERMARKET
MSS,123548,"DELICHTOURA BLACK OLIVE MOUNET 10KG",129.99,-.775,SUPERMARKET
SPN,123561,"OFFICE CHAIR WADJUST ARMREST MESH BLACK SK6002H",1890,1,FURNITURE
TMP,123569,"DIVINE DINNER PLATE 11 EMPEROR C6168301",4.9,4,"HOUSEWARE & KITCHENWARE"
KS7,123674,"BATHMAT COTTON PRINTED 40X60CM MYQ91757",24.9,22,"HOME DECOR & TEXTILES"
FAR,123742,"AUTOKLINA SCRATCH  SWIRL REMOVER 250ML",69,17,"HARDWARE & BUILDING MATERIAL"
ADB,123806,"MARILAN WAFER VANILLA 80GM   24",7.49,1,SUPERMARKET
TMP,123838,"BLANKET TEDDY BEAR 200X220CM ASTD",239,30,"HOME DECOR & TEXTILES"
LFS,123843,"CADBURY DAIRY MILK SWIRL STICK 90ML 20",54.99,10,SUPERMARKET
FAR,123970,"AKAI AIR COOLER 80L AC051A12000RC",3449,1,"ELECTRICAL APPLIANCES"
MAS,123970,"AKAI AIR COOLER 80L AC051A12000RC",3449,2,"ELECTRICAL APPLIANCES"
MSS,12399,"BLUE SKIES PINE  GINGER NATURAL JUICE 500ML 10",25.49,2,SUPERMARKET
SPN,124049,"WHIRLWIND KIDS SMALL MIX COLOR",63.9,6,"TOYS AND ENTERTAINMENT"
M05,124051,"BITBURGER NON ALCOHOLIC BOTTLE BEER 330ML 24",18.49,29,SUPERMARKET
SPN,124060,"FOOTBALL KIDS SIZE2 MIX DESIGN",32.9,8,"TOYS AND ENTERTAINMENT"
MDN,124062,"VOLLEY BALL MIX COLORS BAISIDIWEI",69,29,"SPORTS & FITNESS"
FAR,124075,"MOPBUCKET SET PLASTIC 1909197",249,1,"HOUSEWARE & KITCHENWARE"
ACH,124092,"FLOOR WIPER WHANDLE PAREX 55CM 19095741909893",79,13,"HOUSEWARE & KITCHENWARE"
KS7,124092,"FLOOR WIPER WHANDLE PAREX 55CM 19095741909893",79,-5,"HOUSEWARE & KITCHENWARE"
HAA,124092,"FLOOR WIPER WHANDLE PAREX 55CM 19095741909893",79,1,"HOUSEWARE & KITCHENWARE"
FAR,124093,"CLEANING BRUSH FILLABLE 1909642",24.9,13,"HOUSEWARE & KITCHENWARE"
SPN,124096,"TOILET BRUSH 1909992",44.9,39,"HOUSEWARE & KITCHENWARE"
MAS,124096,"TOILET BRUSH 1909992",44.9,13,"HOUSEWARE & KITCHENWARE"
LFS,124118,"CLEANING CLOTH MICROFIBER 3PCS SET 1909453",29.9,51,"HOUSEWARE & KITCHENWARE"
TMP,124118,"CLEANING CLOTH MICROFIBER 3PCS SET 1909453",29.9,4,"HOUSEWARE & KITCHENWARE"
FAR,124120,"CLEANING CLOTH 9PCS SET 2107968",26.9,12,"HOUSEWARE & KITCHENWARE"
MAS,124120,"CLEANING CLOTH 9PCS SET 2107968",26.9,12,"HOUSEWARE & KITCHENWARE"
HAA,124120,"CLEANING CLOTH 9PCS SET 2107968",26.9,3,"HOUSEWARE & KITCHENWARE"
MDN,124123,"SPONGE GREEN 5PCS SET 1909108",22.9,6,"HOUSEWARE & KITCHENWARE"
FAR,124130,"SPONGE NAIL SAVER 2PCS SET 2107973 1807531",7.9,4,"HOUSEWARE & KITCHENWARE"
KS7,124145,"BAKING PAPER 8MT 30CM 2107553",22.9,25,"HOUSEWARE & KITCHENWARE"
MDN,124247,"MOP COTTON HEAD  METAL HANDLE RED HIELX01 RJK",49,10,"HOUSEWARE & KITCHENWARE"
KS7,124404,"GIORDANO T SHIRT MENS INTERLOCK POLO 01012236",179,1,"GARMENTS AND FOOTWEAR"
FAR,124408,"GIORDANO TSHIRT MENS PRINT TEE 01092301",99,1,"GARMENTS AND FOOTWEAR"
KS7,124453,"GIORDANO SHIRT WOMENS RETRO POLO 05312232",259,16,"GARMENTS AND FOOTWEAR"
MSS,124453,"GIORDANO SHIRT WOMENS RETRO POLO 05312232",259,4,"GARMENTS AND FOOTWEAR"
ADB,124465,"RED CABBAGE IMPORT  KG",59.99,4.285,SUPERMARKET
FAR,124465,"RED CABBAGE IMPORT  KG",59.99,3.715,SUPERMARKET
HAA,124473,"BUTTERNUT SQUASH  KG",24.99,3,SUPERMARKET
ADB,124473,"BUTTERNUT SQUASH  KG",24.99,9.58,SUPERMARKET
LFS,124481,"GIORDANO TSHIRT WOMENS  V NECK FIT LINEN 05462201",219,1,"GARMENTS AND FOOTWEAR"
M03,124484,"IRISH POTATOES  KG",19.99,36.33,SUPERMARKET
M04,124484,"IRISH POTATOES  KG",19.99,24.41,SUPERMARKET
MSS,124493,"PLANTAIN  KG",21,313.84,SUPERMARKET
MDN,124507,"DOOR MAT SOFT 0609 WELCOME 2COLOR JOINT 38X58",49.9,22,"HOME DECOR & TEXTILES"
LFS,124543,"BLANKET JAQUARD VELVET 200X220CM ASTD",259,21,"HOME DECOR & TEXTILES"
TMP,124651,"AMALFI HAND SOAP OLIVE  500ML  12",25.99,14,SUPERMARKET
KS7,124654,"AMALFI MOUTHWASH TOTAL WHITE  500ML  16",22.99,13,SUPERMARKET
SPN,124673,"BATHROOM SET 4PCS SET GLASS WINTRY",59,16,"HOUSEWARE & KITCHENWARE"
LFS,124673,"BATHROOM SET 4PCS SET GLASS WINTRY",59,9,"HOUSEWARE & KITCHENWARE"
KS7,124694,"CAREX MEDICATED SOAP ALOE VERA 175G   24",24.99,10,SUPERMARKET
ADB,124694,"CAREX MEDICATED SOAP ALOE VERA 175G   24",24.99,11,SUPERMARKET
KCS,124696,"CAREX MEDICATED SOAP COCOA BUTTER 175G   24",24.49,10,SUPERMARKET
KCS,124697,"CAREX MEDICATED SOAP COCOA BUTTER 100G   36",10.49,20,SUPERMARKET
KAS,124707,"AYIKOO TOILET ROLL MEGA PACK 1X7   10",36.99,1,SUPERMARKET
HAA,124731,"FOOD CONTAINER 550ML PLASTIC BSF00856",19.9,4,"HOUSEWARE & KITCHENWARE"
MAS,124746,"MY COLOURING PAD SERIES 6TITLES W32PAGES 48YRS",4.9,269,STATIONERY
ACH,124754,"FAIRY TALE BOOK SERIES 25TITLES 16PAGES 610YRS",14.9,14,STATIONERY
ACH,124755,"EASY TO READ MORAL STORIES 12TITLES 16PAGES 47YRS",7.9,13,STATIONERY
KS7,124792,"BATH TOWEL 63X127CM ASTD SS11",44.9,1,"HOME DECOR & TEXTILES"
MAS,124807,"SALT PEPPER SHAKER 80ML GLASS SSPD KC212",4.9,1,"HOUSEWARE & KITCHENWARE"
SPN,124858,"CUP PRINTED PLASTIC AP9123",16.9,8,"HOUSEWARE & KITCHENWARE"
TMP,124919,"BOYS PRINTED TSHIRT 4Y12Y HMD",59,16,"GARMENTS AND FOOTWEAR"
SPN,124919,"BOYS PRINTED TSHIRT 4Y12Y HMD",59,46,"GARMENTS AND FOOTWEAR"
ACH,124931,"DARINA ROSE 750G  20",55.49,9,SUPERMARKET
HAA,124936,"DARINA ORANGE 750G  20",64.99,26,SUPERMARKET
SPN,124936,"DARINA ORANGE 750G  20",64.99,20,SUPERMARKET
TMP,124965,"DARINA LEMONADE 750G  20",64.99,14,SUPERMARKET
M03,124982,"DOMO BAKING POWDER 227G  24",48.49,24,SUPERMARKET
KCS,124985,"DOMO BAKING POWDER 400G  12",89.99,10,SUPERMARKET
MAS,124985,"DOMO BAKING POWDER 400G  12",89.99,16,SUPERMARKET
MSS,125010,"PUIDOR SALSA DIP HOT 280G  12",44.99,14,SUPERMARKET
M04,125016,"DOMO ENGLISH CAKE VANILLACHOCOLATE 470G  12",42.99,2,SUPERMARKET
LFS,125071,"DOMO CUSTARD VANILLA 300G  12",62.99,1,SUPERMARKET
MSS,125111,"DOMO ICE CREAM CHOCOLATE  6 X 12  70G  72",15.99,40,SUPERMARKET
LFS,125111,"DOMO ICE CREAM CHOCOLATE  6 X 12  70G  72",15.99,70,SUPERMARKET
KS7,125113,"DOMO ICE CREAM VANILLA  6 X 12  70G  72",15.99,48,SUPERMARKET
KCS,125115,"DOMO ICE CREAM STRAWBERRY  6 X 12  70G  72",15.49,123,SUPERMARKET
LFS,125134,"DOMO JELLY VEGETARIAN MIXED BERRIES 85G  72",19.49,14,SUPERMARKET
KAS,125138,"DOMO VANILLA  SUGAR 100G   24",22.99,3,SUPERMARKET
MAS,125149,"AHMAD TEA BEAUTY 30G 20X15G   6",44.49,17,SUPERMARKET
SPN,125150," PROVETTO ROSE SEC SPARKLING WINE 750ML",145.99,13,SUPERMARKET
LFS,125151,"AHMAD TEA SLIM LEMON MATEGREENTEA 30G 20X15G 6",44.49,8,SUPERMARKET
TMP,125153,"AHMAD TEA IMMUNE LEMON GINGERTUR 30G 20X15G  6",44.49,2,SUPERMARKET
MDN,125166,"COOKWARE 10PCS SET 14 JIO J1910 J9210",1369,5,"HOUSEWARE & KITCHENWARE"
SPN,125166,"COOKWARE 10PCS SET 14 JIO J1910 J9210",1369,6,"HOUSEWARE & KITCHENWARE"
SPN,125185,"TOLSEN JIGSAW BLADES HSS 5PCS SET 75MM 76812",29,116,"HARDWARE & BUILDING MATERIAL"
MSS,125189,"TOLSEN ANGLE GRINDER 850W 230V 79520",529,7,"HARDWARE & BUILDING MATERIAL"
TMP,125223,"MINI PLANTER POT ARTIFICIAL GLASS 175CM",279,6,"HOME DECOR & TEXTILES"
FAR,125235,"SLIPPER INDOOR SOFT VELVET BACKSUPPORT ASSORT3641",77,-1,"GARMENTS AND FOOTWEAR"
MSS,125242,"ROMAR AIR REFRESHNER SPRAY WHITE  FLOWERS 300ML  8",39.99,11,SUPERMARKET
MDN,125244,"ROMAR AIR REFRESHENER SPRAY LEMON   300ML  8",39.99,4,SUPERMARKET
M03,125246,"ROMAR AIR REFRESHENER SPRAY OCEANIC 300ML  8",39.99,6,SUPERMARKET
FAR,125249,"BUMBLE BABY DIAPERS TWIN N2 MINI  44PCS  5",139.99,5,SUPERMARKET
MAS,125250,"BUMBLE BABY DIAPERS TWIN N3 MIDI  40PCS  5",139.99,6,SUPERMARKET
TMP,125251,"BUMBLE BABY DIAPERS TWIN N4 MAXI  36PCS  5",141.99,5,SUPERMARKET
LFS,125253,"SHINE JUMBO TOILET ROLL 1PC WRAPPED 12",28.99,-4,SUPERMARKET
M04,125253,"SHINE JUMBO TOILET ROLL 1PC WRAPPED 12",28.99,20,SUPERMARKET
M04,125258,"SAIRO FAMILY SHOWER GEL SPA 750ML  12",31.99,17,SUPERMARKET
ACH,125260,"SAIRO FAMILY SHOWER GEL  SWEET ESCAPE 750ML  12",29.99,11,SUPERMARKET
MSS,125260,"SAIRO FAMILY SHOWER GEL  SWEET ESCAPE 750ML  12",29.99,5,SUPERMARKET
M03,125260,"SAIRO FAMILY SHOWER GEL  SWEET ESCAPE 750ML  12",29.99,3,SUPERMARKET
MDN,125261,"ROMAR FABRIC SOFTENER CONC BLUE SKY 2L  6",84.99,9,SUPERMARKET
KS7,125264,"ROMAR FABRIC SOFTENER CONC SPA  2L  6",84.99,3,SUPERMARKET
KS7,125267,"SAIRO GOLD HAND WASH 500ML  12",28.99,6,SUPERMARKET
FAR,125268,"DR POTENT ADULT DIAPERS LARGE 10PC  6",139.99,4,SUPERMARKET
KAS,125273,"AIRPRO HANGING BOTTLE AFRESHNER CAVENTUS 10ML 12",35.99,6,SUPERMARKET
MAS,125274,"AIRPRO MINI CLIP AREFRSHNER FRESH VANILLA 25ML 6",20.49,16,SUPERMARKET
MDN,125274,"AIRPRO MINI CLIP AREFRSHNER FRESH VANILLA 25ML 6",20.49,6,SUPERMARKET
M04,125274,"AIRPRO MINI CLIP AREFRSHNER FRESH VANILLA 25ML 6",20.49,8,SUPERMARKET
KAS,125275,"AIRPRO MINI CLIP AREFRSHNER BLOSSOM 25ML 6",20.49,6,SUPERMARKET
MSS,125281,"DZIRE TV BRACKET 2655  TB2655F9212S",65,1,"ELECTRONICS & TELECOM"
HAA,125282,"DZIRE TV BRACKET WTILT 2650 TB2650TP1102",89,7,"ELECTRONICS & TELECOM"
MDN,125282,"DZIRE TV BRACKET WTILT 2650 TB2650TP1102",89,19,"ELECTRONICS & TELECOM"
MSS,125284,"DZIRE TV BRACKET FULL MOTION 2650 TB2650FU43P",189,4,"ELECTRONICS & TELECOM"
HAA,125285,"DZIRE DVD BRACKET 350X250MM TBDVDSQ10",199,4,"ELECTRONICS & TELECOM"
ACH,125287,"AIRPRO AEROSOL LAVENDER  300ML  24",29.99,32,SUPERMARKET
TMP,125293,"AIRPRO HANGIN BOTTLE AF INVISI INVICTUS 10ML 12",35.99,8,SUPERMARKET
HAA,125296,"BUMBLE BABY DIAPERS TWIN N6 XTRA LARGE  24PCS  5",139.99,2,SUPERMARKET
FAR,125302,"AIRPRO AFRESHNER ORGANIC CAN BUBBLE GUM 42G 24",39.99,6,SUPERMARKET
MSS,125317,"MAC EYE SHADOW SUCH A TULLE",580,6,SUPERMARKET
SPN,125318,"MAC POWDER KISS EYE SHADOW FELT CUTE 1",580,12,SUPERMARKET
SPN,125353,"REXONA  ACTIVE DRY 72HRS MEN 200ML  6",42.99,132,SUPERMARKET
KCS,125359,"ROMAR FABRIC SOFTENER TALC 750ML  15",36.99,23,SUPERMARKET
TMP,125360,"ROMAR FABRIC SOFTENER SPA 750ML  15",36.99,12,SUPERMARKET
ACH,125372,"MY FIRST EARLY LEARNING BOOK PACK",28.9,32,STATIONERY
SPN,125378,"OKF ALOE ORGANIC 500ML  20",19.99,18,SUPERMARKET
MAS,125388,"LELE KETCHUP 550G 12",29.99,4,SUPERMARKET
ADB,125404,"OKF FRUIT DRINK WALOE LEMON GINGER 500ML 20",26.99,9,SUPERMARKET
SPN,125406,"OKF SMOOTHIE TROPICAL 500ML 20",26.99,28,SUPERMARKET
KAS,125406,"OKF SMOOTHIE TROPICAL 500ML 20",26.99,2,SUPERMARKET
ACH,125406,"OKF SMOOTHIE TROPICAL 500ML 20",26.99,3,SUPERMARKET
FAR,125407,"OKF VITAMIN C LEMON SPARKLING 500ML 20",23.99,1,SUPERMARKET
SPN,125428,"VIRGINIA GREENGARDEN WORCESTERSHIRE SAUCE 250ML 12",57.99,26,SUPERMARKET
MAS,125430,"TABLE LAMP OUTDOOR 16X16X31CM ML213292T",249,3,"HOME DECOR & TEXTILES"
LFS,125445,"TUMBLER HOLDER  ZINC ALLOY 445X28X36CM 1938S RJK",9.9,1,"HOUSEWARE & KITCHENWARE"
SPN,125457,"SOAP HOLDER ZINC ALLOY 445X28X36CM 3139 RJK",9.9,2,"HOUSEWARE & KITCHENWARE"
TMP,125479,"TUMBLER HOLDER ZINC ALLOY 445X28X36CM 7538 RJK",9.9,1,"HOUSEWARE & KITCHENWARE"
ACH,125480,"SOAP DISPENSER ZINC ALLOY 445X28X36CM 7538A RJK",24.9,2,"HOUSEWARE & KITCHENWARE"
SPN,125501,"TRAY ROUND STRIPED BOREX GLASS 2PCS SET 145022",14.9,1,"HOUSEWARE & KITCHENWARE"
M05,125513,"DE CECCO FETTUCCINE PASTA 500G 8",62.99,3,SUPERMARKET
M05,125517,"DE CECCO PESTO ALLA GENOVESE   190G 12",79.49,18,SUPERMARKET
FAR,125517,"DE CECCO PESTO ALLA GENOVESE   190G 12",79.49,7,SUPERMARKET
M03,125581,"TONITTO ICE CREAM LEMON 5L X 1 40 SCOOPS",19.99,-.001,SUPERMARKET
HAA,125597,"WATER BOTTLE WSTEEL INNER PLASTIC PURO SMILEY 400",9.9,1,"HOUSEWARE & KITCHENWARE"
HAA,125629,"ARTIFICIAL FLOWER 10 HEADS PLASTIC 40CM",34.9,13,"HOME DECOR & TEXTILES"
MAS,125630,"PLATE EMBOSSED PORCELAIN 8 38832 RJK",12.9,23,"HOUSEWARE & KITCHENWARE"
MSS,125712,"ARTICHOKES GREEN",89.99,5,SUPERMARKET
M03,125714," ASPARAGUS GREEN 11X450G JUMBO",224.99,1,SUPERMARKET
MAS,125739,"TUMBLER ASCOT OF WHISKY GLASS 300ML DXB N0757",79,9,"HOUSEWARE & KITCHENWARE"
SPN,125739,"TUMBLER ASCOT OF WHISKY GLASS 300ML DXB N0757",79,10,"HOUSEWARE & KITCHENWARE"
HAA,125741,"TUMBLER ASCOT 3PCS SET 330ML DXB N1308",79,3,"HOUSEWARE & KITCHENWARE"
MDN,125761,"TUMBLER STERLING OF GLASS 3PCS SET 300ML DXB P1159",39.9,3,"HOUSEWARE & KITCHENWARE"
HAA,125763,"TUMBLER SCOTLAND GLASS 6PCS SET 330ML DXB N0763",79,6,"HOUSEWARE & KITCHENWARE"
FAR,125763,"TUMBLER SCOTLAND GLASS 6PCS SET 330ML DXB N0763",79,8,"HOUSEWARE & KITCHENWARE"
MAS,125765,"TUMBLER VIGNE GLASS 3PCS SET 310ML DXB P1160",39.9,5,"HOUSEWARE & KITCHENWARE"
HAA,125772,"TUMBLER LISBONNE 6PCS SET 330ML DXB N1310",69,1,"HOUSEWARE & KITCHENWARE"
FAR,125837,"CONTAINER CHEF BOX PLASTIC 2PCS 1000ML 60742",39.9,1,"HOUSEWARE & KITCHENWARE"
MSS,125850,"ABENA BEEF PATE 400G 24",20.99,2,SUPERMARKET
M05,125866,"POPIZZ SPARKLING RED GRAPE 750ML  6",49.99,18,SUPERMARKET
KAS,125866,"POPIZZ SPARKLING RED GRAPE 750ML  6",49.99,7,SUPERMARKET
M05,125869,"POPIZZ SPARKLING DRINK APPLE 750ML  6",49.99,22,SUPERMARKET
ACH,125869,"POPIZZ SPARKLING DRINK APPLE 750ML  6",49.99,13,SUPERMARKET
FAR,125897,"LAV TUMBLER 6PCS SET LVTOK354F",99,7,"HOUSEWARE & KITCHENWARE"
LFS,125986,"BLUEBERRIES  IMPORT",89.99,106,SUPERMARKET
SPN,125986,"BLUEBERRIES  IMPORT",89.99,694,SUPERMARKET
LFS,126001,"LETTUCE BOSTON  IMPORT",69.99,3,SUPERMARKET
MSS,126001,"LETTUCE BOSTON  IMPORT",69.99,32,SUPERMARKET
MDN,126016,"LETTUCE  LITTLE GEM HEARTS 6PCS  10",139.99,2,SUPERMARKET
MDN,126020,"ERASERS COLOURED DOMS 20PCS 3470",14.99,1,STATIONERY
M04,126039,"WATER COLOUR CAKE MINI DOMS 15MM 15 SHADES 7939",7.9,18,STATIONERY
MAS,126092,"HAPPY FULL EGGS 70G  48",9.99,45,SUPERMARKET
TMP,126092,"HAPPY FULL EGGS 70G  48",9.99,80,SUPERMARKET
SPN,126094,"HAPPY FULL WORM 70G  48",9.99,78,SUPERMARKET
TMP,126095,"HAPPY FULL FRUITS 70G  48",9.99,60,SUPERMARKET
M03,126097,"HAPPY FULL CUBIES 70G  48",9.99,63,SUPERMARKET
SPN,126193,"ZOFLORA COUNTRY GARDEN 120ML  12",45.99,18,SUPERMARKET
FAR,126193,"ZOFLORA COUNTRY GARDEN 120ML  12",45.99,5,SUPERMARKET
HAA,126200,"AIRPRO MICMAN AIRREFRSHENER OCEAN ESCAPE 35G   6",79.99,1,SUPERMARKET
SPN,126201,"AIRPRO MICMAN AIRREFRSHENER VELVET MASK 35G  6",82.99,3,SUPERMARKET
ADB,126201,"AIRPRO MICMAN AIRREFRSHENER VELVET MASK 35G  6",82.99,2,SUPERMARKET
M05,126201,"AIRPRO MICMAN AIRREFRSHENER VELVET MASK 35G  6",82.99,3,SUPERMARKET
ACH,126204,"AIRPRO HANGING BOTTLE AFRESHNER ARMANI SI 10ML 12",35.99,12,SUPERMARKET
M05,126205,"AIRPRO HANGING BOTTLE AFRESHNER D OFF COOL 10ML 12",35.99,6,SUPERMARKET
MAS,126208,"AIRPRO  AIRFRESHENER GEL PINA COLADA 128G 24",24.99,17,SUPERMARKET
KAS,126209,"AIRPRO  AIRFRESHENER GEL  LAVENDER 128G  24",24.49,48,SUPERMARKET
FAR,126212,"AIRPRO  MINI CLIP AIRREFRSHENER CITRUS 25ML 6",20.49,4,SUPERMARKET
MDN,126213,"AIRPRO MINI CLIP AIRREFRSHENER PARADISE  25ML 6",20.49,9,SUPERMARKET
M03,126213,"AIRPRO MINI CLIP AIRREFRSHENER PARADISE  25ML 6",20.49,3,SUPERMARKET
KAS,126216,"AIRPRO MINI CLIP AFRSHENER CRISP LINEN 25ML  6",20.49,4,SUPERMARKET
KCS,126217,"AIRPRO AFRESHNER ORGANIC CAN WILD SBERRY 42G  24",39.99,21,SUPERMARKET
KCS,126219,"AIRPRO AIRFRESHNER ORGANIC CAN WARM VANILLA 42G 24",39.99,26,SUPERMARKET
